id,snippet.title,statistics.viewCount,statistics.subscriberCount,statistics.videoCount,retrievedAt
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,23008515,96600,1531,2025-04-01 23:05:23 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,AddisWalta - AW,74592502,552000,24937,2025-04-01 23:05:23 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,14911198,109000,1077,2025-04-01 23:05:23 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9644039,56400,1719,2025-04-01 23:05:23 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,335954276,1050000,8497,2025-04-01 23:05:23 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,918809,21000,90,2025-04-01 23:05:23 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,1229534,54000,481,2025-04-01 23:05:23 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,65980523,628000,1038,2025-04-01 23:05:23 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,8686381,146000,67,2025-04-01 23:05:23 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,551473281,2870000,1838,2025-04-01 23:05:23 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,557808226,1790000,75188,2025-04-01 23:05:23 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),122652120,459000,3406,2025-04-01 23:05:23 UTC
UC5_7TzCp7YndNhVLo9top9A,ESAN TV,5504561,57400,269,2025-04-01 23:05:23 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,218306536,736000,12453,2025-04-01 23:05:23 UTC
UCuJQBlbbVB-3pZKLDxDI4HA,EVNmedia,2356093,45900,157,2025-04-01 23:05:23 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎ.ኒውስ ,8824585,102000,313,2025-04-01 23:05:23 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,473613313,1080000,2757,2025-04-01 23:05:23 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,56855769,299000,2109,2025-04-01 23:05:23 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam,4962339,92500,260,2025-04-01 23:05:23 UTC
