title,viewCount,subscriberCount,videoCount,retrievedAt
Roha ,10289810,93100,864,2023-02-16 23:04:45 UTC
Terara Network,3387928,45200,276,2023-02-16 23:04:45 UTC
Tigrai Media House,153270381,350000,5308,2023-02-16 23:04:45 UTC
Zara Media Network - ዛራ,19446736,127000,349,2023-02-16 23:04:45 UTC
Zemedkun Bekele Podcast,332340,11700,64,2023-02-16 23:04:45 UTC
ኢትዮ ሰላም  Ethio Selam,2540910,34400,105,2023-02-16 23:04:45 UTC
ዓባይ ዜና - Abbay News,17007974,334000,1092,2023-02-16 23:04:45 UTC
Abebe Belew,28368733,149000,1023,2023-02-17 23:04:50 UTC
Adebabay Media,12933148,98800,908,2023-02-17 23:04:50 UTC
Alpha Media አልፋ ሚዲያ,4884378,39000,890,2023-02-17 23:04:50 UTC
Anchor Ethiopia ,4228260,73200,148,2023-02-17 23:04:50 UTC
Andafta,264606986,887000,5858,2023-02-17 23:04:50 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,423454,13400,52,2023-02-17 23:04:50 UTC
Ashara Media - አሻራ ሚዲያ,2255165,32000,628,2023-02-17 23:04:50 UTC
EMS (Ethiopian Media Services),40705120,220000,881,2023-02-17 23:04:50 UTC
ETHIO 251 MEDIA ,11308220,101000,858,2023-02-17 23:04:50 UTC
Ethio 360 Media,219039304,576000,3856,2023-02-17 23:04:50 UTC
Ethio News - ኢትዮ ኒውስ,26848949,161000,1332,2023-02-17 23:04:50 UTC
Feta Daily News,141392760,578000,903,2023-02-17 23:04:50 UTC
GEBEYANU,10197039,107000,599,2023-02-17 23:04:50 UTC
MENELIK TELEVISION 3,21551,577,33,2023-02-17 23:04:50 UTC
Mager Media - ማገር ,1153809,22400,304,2023-02-17 23:04:50 UTC
Mengizem Media ምንጊዜም ሚዲያ,3469464,30500,1196,2023-02-17 23:04:50 UTC
OMN,108068236,507000,9410,2023-02-17 23:04:50 UTC
Reyot,40971443,188000,2007,2023-02-17 23:04:50 UTC
Roha ,10314177,93100,866,2023-02-17 23:04:50 UTC
Terara Network,3387980,45200,276,2023-02-17 23:04:50 UTC
Tigrai Media House,153317277,350000,5312,2023-02-17 23:04:50 UTC
Zara Media Network - ዛራ,19518550,127000,349,2023-02-17 23:04:50 UTC
Zemedkun Bekele Podcast,344748,12000,65,2023-02-17 23:04:50 UTC
ኢትዮ ሰላም  Ethio Selam,2552425,34400,107,2023-02-17 23:04:50 UTC
ዓባይ ዜና - Abbay News,17027833,334000,1095,2023-02-17 23:04:50 UTC
Abebe Belew,28433641,149000,1023,2023-02-18 23:05:30 UTC
Adebabay Media,12934429,98900,909,2023-02-18 23:05:30 UTC
Alpha Media አልፋ ሚዲያ,4894413,39000,891,2023-02-18 23:05:30 UTC
Anchor Ethiopia ,4265332,73300,150,2023-02-18 23:05:30 UTC
Andafta,264654078,887000,5861,2023-02-18 23:05:30 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,427615,13400,53,2023-02-18 23:05:30 UTC
Ashara Media - አሻራ ሚዲያ,2259536,32000,630,2023-02-18 23:05:30 UTC
EMS (Ethiopian Media Services),40802537,220000,883,2023-02-18 23:05:30 UTC
ETHIO 251 MEDIA ,11316759,101000,859,2023-02-18 23:05:30 UTC
Ethio 360 Media,219303062,577000,3858,2023-02-18 23:05:30 UTC
Ethio News - ኢትዮ ኒውስ,26892988,161000,1335,2023-02-18 23:05:30 UTC
Feta Daily News,141547674,578000,905,2023-02-18 23:05:30 UTC
GEBEYANU,10199471,107000,600,2023-02-18 23:05:30 UTC
MENELIK TELEVISION 3,22971,593,36,2023-02-18 23:05:30 UTC
Mager Media - ማገር ,1154039,22300,305,2023-02-18 23:05:30 UTC
Mengizem Media ምንጊዜም ሚዲያ,3476518,30500,1199,2023-02-18 23:05:30 UTC
OMN,108149497,507000,9415,2023-02-18 23:05:30 UTC
Reyot,41009231,188000,2009,2023-02-18 23:05:30 UTC
Roha ,10336706,93100,868,2023-02-18 23:05:30 UTC
Terara Network,3388025,45200,276,2023-02-18 23:05:30 UTC
Tigrai Media House,153364948,350000,5316,2023-02-18 23:05:30 UTC
Zara Media Network - ዛራ,19541469,127000,350,2023-02-18 23:05:30 UTC
Zemedkun Bekele Podcast,361703,12200,66,2023-02-18 23:05:30 UTC
ኢትዮ ሰላም  Ethio Selam,2561363,34400,107,2023-02-18 23:05:30 UTC
ዓባይ ዜና - Abbay News,17042987,334000,1097,2023-02-18 23:05:30 UTC
Abebe Belew,28488210,149000,1024,2023-02-19 23:04:51 UTC
Adebabay Media,12949690,98900,909,2023-02-19 23:04:51 UTC
Alpha Media አልፋ ሚዲያ,4902785,39000,892,2023-02-19 23:04:51 UTC
Anchor Ethiopia ,4313488,73300,152,2023-02-19 23:04:51 UTC
Andafta,264722362,887000,5864,2023-02-19 23:04:51 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,429524,13500,54,2023-02-19 23:04:51 UTC
Ashara Media - አሻራ ሚዲያ,2263321,32100,632,2023-02-19 23:04:51 UTC
EMS (Ethiopian Media Services),40889966,220000,885,2023-02-19 23:04:51 UTC
ETHIO 251 MEDIA ,11331017,101000,860,2023-02-19 23:04:51 UTC
Ethio 360 Media,219564543,577000,3860,2023-02-19 23:04:51 UTC
Ethio News - ኢትዮ ኒውስ,26931968,161000,1336,2023-02-19 23:04:51 UTC
Feta Daily News,141651605,578000,906,2023-02-19 23:04:51 UTC
GEBEYANU,10200788,107000,602,2023-02-19 23:04:51 UTC
MENELIK TELEVISION 3,24413,629,36,2023-02-19 23:04:51 UTC
Mager Media - ማገር ,1154627,22400,305,2023-02-19 23:04:51 UTC
Mengizem Media ምንጊዜም ሚዲያ,3482820,30600,1202,2023-02-19 23:04:51 UTC
OMN,108223681,507000,9419,2023-02-19 23:04:51 UTC
Reyot,41053060,188000,2010,2023-02-19 23:04:51 UTC
Roha ,10356200,93100,869,2023-02-19 23:04:51 UTC
Terara Network,3388095,45200,276,2023-02-19 23:04:51 UTC
Tigrai Media House,153402993,350000,5319,2023-02-19 23:04:51 UTC
Zara Media Network - ዛራ,19555600,127000,350,2023-02-19 23:04:51 UTC
Zemedkun Bekele Podcast,377075,12400,67,2023-02-19 23:04:51 UTC
ኢትዮ ሰላም  Ethio Selam,2564150,34400,107,2023-02-19 23:04:51 UTC
ዓባይ ዜና - Abbay News,17064580,334000,1098,2023-02-19 23:04:51 UTC
Abebe Belew,28524977,149000,1024,2023-02-20 23:04:48 UTC
Adebabay Media,12952731,98900,909,2023-02-20 23:04:48 UTC
Alpha Media አልፋ ሚዲያ,4911542,39000,893,2023-02-20 23:04:48 UTC
Anchor Ethiopia ,4352579,73400,154,2023-02-20 23:04:48 UTC
Andafta,264810173,887000,5868,2023-02-20 23:04:48 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,432597,13500,55,2023-02-20 23:04:48 UTC
Ashara Media - አሻራ ሚዲያ,2267645,32100,635,2023-02-20 23:04:48 UTC
EMS (Ethiopian Media Services),40922225,220000,888,2023-02-20 23:04:48 UTC
ETHIO 251 MEDIA ,11343772,101000,862,2023-02-20 23:04:48 UTC
Ethio 360 Media,219787110,577000,3862,2023-02-20 23:04:48 UTC
Ethio News - ኢትዮ ኒውስ,26963572,161000,1339,2023-02-20 23:04:48 UTC
Feta Daily News,141744627,578000,916,2023-02-20 23:04:48 UTC
GEBEYANU,10202914,107000,603,2023-02-20 23:04:48 UTC
MENELIK TELEVISION 3,27027,649,39,2023-02-20 23:04:48 UTC
Mager Media - ማገር ,1155832,22300,305,2023-02-20 23:04:48 UTC
Mengizem Media ምንጊዜም ሚዲያ,3489844,30600,1205,2023-02-20 23:04:48 UTC
OMN,108293967,508000,9426,2023-02-20 23:04:48 UTC
Reyot,41105021,188000,2011,2023-02-20 23:04:48 UTC
Roha ,10375731,93200,871,2023-02-20 23:04:48 UTC
Terara Network,3388133,45200,276,2023-02-20 23:04:48 UTC
Tigrai Media House,153441837,350000,5324,2023-02-20 23:04:48 UTC
Zara Media Network - ዛራ,19565146,127000,349,2023-02-20 23:04:48 UTC
Zemedkun Bekele Podcast,395529,12600,68,2023-02-20 23:04:48 UTC
ኢትዮ ሰላም  Ethio Selam,2565997,34400,107,2023-02-20 23:04:48 UTC
ዓባይ ዜና - Abbay News,17073336,334000,1100,2023-02-20 23:04:48 UTC
