id,snippet.title,statistics.viewCount,statistics.subscriberCount,statistics.videoCount,retrievedAt
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,39524420,129000,2338,2026-06-01 23:34:33 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15396320,112000,1181,2026-06-01 23:34:33 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9692089,56700,1719,2026-06-01 23:34:33 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,368470918,1160000,9681,2026-06-01 23:34:33 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,943785,21100,90,2026-06-01 23:34:33 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,7579958,163000,1201,2026-06-01 23:34:33 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,72229225,687000,1266,2026-06-01 23:34:33 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,14678153,207000,106,2026-06-01 23:34:33 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,657566136,3260000,2172,2026-06-01 23:34:33 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,638575996,2120000,81241,2026-06-01 23:34:33 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),165793699,565000,4539,2026-06-01 23:34:33 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,220842817,761000,13972,2026-06-01 23:34:33 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,32124612,162000,993,2026-06-01 23:34:33 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,707465155,1440000,3848,2026-06-01 23:34:33 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,89314376,382000,2767,2026-06-01 23:34:33 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,10083616,113000,1041,2026-06-01 23:34:33 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,50064800,336000,1976,2026-06-01 23:34:33 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,82507161,616000,25628,2026-06-01 23:34:33 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,543076012,1920000,63250,2026-06-01 23:34:33 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,376744985,1140000,3102,2026-06-01 23:34:33 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185796,9120,29,2026-06-01 23:34:33 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,16462614,169000,927,2026-06-01 23:34:33 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5696819,52300,269,2026-06-01 23:34:33 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,9263651,87900,469,2026-06-01 23:34:33 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,16590072,220000,189,2026-06-01 23:34:33 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2508448,36500,450,2026-06-01 23:34:33 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,13085584,100000,3773,2026-06-01 23:34:33 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,178627035,949000,14510,2026-06-01 23:34:33 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,96107900,416000,2867,2026-06-01 23:34:33 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,114867890,416000,3678,2026-06-01 23:34:33 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,12912981,85200,554,2026-06-01 23:34:33 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3829455,53700,285,2026-06-01 23:34:33 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163676204,389000,6888,2026-06-01 23:34:33 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17532340,207000,8177,2026-06-01 23:34:33 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,3270260,66300,1292,2026-06-01 23:34:33 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,140000,0,2026-06-01 23:34:33 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1971935120,3550000,37902,2026-06-01 23:34:33 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,54938366,626000,2936,2026-06-01 23:34:33 UTC
