id,snippet.title,statistics.viewCount,statistics.subscriberCount,statistics.videoCount,retrievedAt
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,34712688,123000,2094,2026-02-01 23:08:40 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15262957,111000,1154,2026-02-01 23:08:40 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9679873,56700,1719,2026-02-01 23:08:40 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,356961323,1130000,9303,2026-02-01 23:08:40 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,941847,21200,90,2026-02-01 23:08:40 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,4290198,126000,979,2026-02-01 23:08:40 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,70827141,678000,1171,2026-02-01 23:08:40 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,12167393,186000,89,2026-02-01 23:08:40 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,633147014,3200000,2031,2026-02-01 23:08:40 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,617513864,2040000,81765,2026-02-01 23:08:40 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),151721858,539000,4146,2026-02-01 23:08:40 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,220110799,754000,13525,2026-02-01 23:08:40 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,26306789,152000,808,2026-02-01 23:08:40 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,638474558,1340000,3555,2026-02-01 23:08:40 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,80158308,366000,2565,2026-02-01 23:08:40 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,8694440,109000,815,2026-02-01 23:08:40 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,48948447,327000,1971,2026-02-01 23:08:40 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,79911326,604000,25383,2026-02-01 23:08:40 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,522765861,1860000,60030,2026-02-01 23:08:40 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,356030560,1090000,2880,2026-02-01 23:08:40 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185663,9190,29,2026-02-01 23:08:40 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,15892511,162000,918,2026-02-01 23:08:40 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5646938,51900,269,2026-02-01 23:08:40 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,8554412,84800,430,2026-02-01 23:08:40 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,15514281,210000,173,2026-02-01 23:08:40 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2433362,35900,450,2026-02-01 23:08:40 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,12200404,94500,3563,2026-02-01 23:08:40 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,173549131,908000,14269,2026-02-01 23:08:40 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,91535711,399000,2817,2026-02-01 23:08:40 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,104133249,396000,3380,2026-02-01 23:08:40 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,11044276,81300,462,2026-02-01 23:08:40 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3827539,53800,285,2026-02-01 23:08:40 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163495987,389000,6886,2026-02-01 23:08:40 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17429045,204000,8135,2026-02-01 23:08:40 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,3263224,66000,1291,2026-02-01 23:08:40 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,140000,0,2026-02-01 23:08:40 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1872324005,3420000,35917,2026-02-01 23:08:40 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,51485139,595000,2772,2026-02-01 23:08:40 UTC
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,34765262,123000,2096,2026-02-02 23:09:49 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15263111,111000,1154,2026-02-02 23:09:49 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9679928,56700,1719,2026-02-02 23:09:49 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,357037287,1130000,9306,2026-02-02 23:09:49 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,941852,21200,90,2026-02-02 23:09:49 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,4336402,127000,982,2026-02-02 23:09:49 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,70835972,678000,1172,2026-02-02 23:09:49 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,12184434,186000,89,2026-02-02 23:09:49 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,633322209,3200000,2032,2026-02-02 23:09:49 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,617759514,2040000,81791,2026-02-02 23:09:49 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),151744616,539000,4148,2026-02-02 23:09:49 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,220114483,754000,13529,2026-02-02 23:09:49 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,26375613,152000,810,2026-02-02 23:09:49 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,638995634,1340000,3558,2026-02-02 23:09:49 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,80234155,366000,2567,2026-02-02 23:09:49 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,8712406,109000,817,2026-02-02 23:09:49 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,48958175,327000,1971,2026-02-02 23:09:49 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,79978507,604000,25384,2026-02-02 23:09:49 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,522881693,1860000,60054,2026-02-02 23:09:49 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,356166195,1090000,2882,2026-02-02 23:09:49 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185666,9190,29,2026-02-02 23:09:49 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,15914281,162000,918,2026-02-02 23:09:49 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5647321,51900,269,2026-02-02 23:09:49 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,8569235,84800,430,2026-02-02 23:09:49 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,15520451,210000,173,2026-02-02 23:09:49 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2433491,35900,450,2026-02-02 23:09:49 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,12256113,96600,3563,2026-02-02 23:09:49 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,173571493,908000,14272,2026-02-02 23:09:49 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,91595872,399000,2818,2026-02-02 23:09:49 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,104246791,396000,3382,2026-02-02 23:09:49 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,11065735,81300,463,2026-02-02 23:09:49 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3827546,53800,285,2026-02-02 23:09:49 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163497715,389000,6886,2026-02-02 23:09:49 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17429778,204000,8135,2026-02-02 23:09:49 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,3263305,66000,1291,2026-02-02 23:09:49 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,140000,0,2026-02-02 23:09:49 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1874092273,3420000,35929,2026-02-02 23:09:49 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,51492316,595000,2774,2026-02-02 23:09:49 UTC
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,34814523,123000,2098,2026-02-03 23:10:47 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15263249,111000,1154,2026-02-03 23:10:47 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9679997,56700,1719,2026-02-03 23:10:47 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,357172872,1130000,9309,2026-02-03 23:10:47 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,941860,21200,90,2026-02-03 23:10:47 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,4390150,127000,984,2026-02-03 23:10:47 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,70849256,678000,1172,2026-02-03 23:10:47 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,12203705,186000,89,2026-02-03 23:10:47 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,633536136,3200000,2032,2026-02-03 23:10:47 UTC
UCOhrz3uRCOHmK6ueUstw7_Q,EBC,618060818,2040000,81842,2026-02-03 23:10:47 UTC
UCCJbY4YdJIUk7Lygrkg5IRA,EMS (Ethiopian Media Services),151828424,539000,4151,2026-02-03 23:10:47 UTC
UCSYM-vgRrMYsZbG-Z7Kz0Pw,ESATtv Ethiopia,220118599,754000,13533,2026-02-03 23:10:47 UTC
UC_m5g0TeOmYTPb535BLWd9Q,Ethio Focus _ኢትዮ ፎከስ,26447007,152000,812,2026-02-03 23:10:47 UTC
UCXUFyN9Ys5tiIHgJFQKRJvA,Ethio Forum ኢትዮ ፎረም,639654692,1350000,3561,2026-02-03 23:10:47 UTC
UCelbYFUaQW3eb9sg3004ZGw,Ethio News - ኢትዮ ኒውስ,80328927,367000,2569,2026-02-03 23:10:47 UTC
UCoVL5YOr2KdnYNspQf3s5uw,Ethio Selam_ኢትዮ ሰላም,8730955,109000,819,2026-02-03 23:10:47 UTC
UCCk2vUhB0SyQhA6JXyjXHEg,EthioTube,48968964,327000,1971,2026-02-03 23:10:47 UTC
UC4yEV6VBe0Emu8sMpyij0uQ,Fana Entertainment ,80035939,605000,25384,2026-02-03 23:10:47 UTC
UCZtXd8pSeqURf5MT2fqE51g,Fana Television,522982960,1860000,60093,2026-02-03 23:10:47 UTC
UCgBnBckSLo6-uAiejtnEycQ,Feta Daily News,356381939,1090000,2884,2026-02-03 23:10:47 UTC
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,185666,9190,29,2026-02-03 23:10:47 UTC
UCb9fEB6StrknyRiSSzQ7H0A,GEBEYANU,15938409,163000,918,2026-02-03 23:10:47 UTC
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,5647717,51900,269,2026-02-03 23:10:47 UTC
UCNgwbT7BCcppLG3zDm9f5UA,Horizon Free Media    ሆራይዝን ነፃ ሚዲያ,8571576,84800,430,2026-02-03 23:10:47 UTC
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,15528235,210000,173,2026-02-03 23:10:47 UTC
UCilWrw2C8_VkFZ2tE5eKpdQ,Mager Media - ማገር ,2433641,35900,450,2026-02-03 23:10:47 UTC
UCZvMKrP8XmP9GAHMloucOaA,Mengizem Media ምንጊዜም ሚዲያ,12365957,96800,3565,2026-02-03 23:10:47 UTC
UCmAnzjcjIgtWuE6AnBCViTg,OMN,173600968,908000,14273,2026-02-03 23:10:47 UTC
UCPVr1rrKl8pXVFi-rrqzS1g,Reyot,91674326,400000,2819,2026-02-03 23:10:47 UTC
UCDXU7RuIQc0xRKJyP0ZTZaQ,Roha ,104391816,397000,3385,2026-02-03 23:10:47 UTC
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,11089504,81400,464,2026-02-03 23:10:47 UTC
UC_f89AbX5NPU77YaoaSKRSg,Terara Network,3827552,53800,285,2026-02-03 23:10:47 UTC
UCBvvcSYeDriczyImdI1qZWw,Tigrai Media House,163499983,389000,6886,2026-02-03 23:10:47 UTC
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,17430777,204000,8136,2026-02-03 23:10:47 UTC
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,3263384,66000,1291,2026-02-03 23:10:47 UTC
UCJ61rOk0c0b0COn0qOOo1aQ,Zara Media Network - ዛራ,839481,140000,0,2026-02-03 23:10:47 UTC
UCVcc_sbg3AcXLV9vVufJrGg,ebstv worldwide,1875245688,3420000,35941,2026-02-03 23:10:47 UTC
UC6bam4pQbuUgXnmyEFlSpNA,ዓባይ ዜና - Abbay News,51551746,596000,2776,2026-02-03 23:10:47 UTC
UCwUJ_Zli745ZoImP4IljpYg,Addis Compass Media / ACM / አዲስ  ኮምፓስ  ሚዲያ,34866518,123000,2100,2026-02-04 23:09:19 UTC
UC-kDmfnktrzc_SGpS9ulrXw,Adebabay Media,15263402,111000,1154,2026-02-04 23:09:19 UTC
UCUyDe7EvbwwDRjyjUFU5Zhw,Alpha Media አልፋ ሚዲያ,9680126,56700,1719,2026-02-04 23:09:19 UTC
UCwMHDoJO6cHO6LN1BItFsPQ,Andafta,357228850,1130000,9312,2026-02-04 23:09:19 UTC
UCK71ZGx5VYTWw2XQ0F_O0nQ,Arat Kilo Media አራት ኪሎ ሚዲያ ,941872,21200,90,2026-02-04 23:09:19 UTC
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,4422978,128000,987,2026-02-04 23:09:19 UTC
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,70861622,678000,1172,2026-02-04 23:09:19 UTC
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,12218368,186000,89,2026-02-04 23:09:19 UTC
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,633730963,3200000,2033,2026-02-04 23:09:19 UTC
